"HUD ID Number","Project Name","Project Address","Project City","Project State","Project ZIP Code","County","Total Number of Units","Total Low-Income Units","Compliance Monitoring Status"
"NYC20100826","LIVONIA TERRACE LP","435 ALABAMA AVENUE","BROOKLYN","NY","11207","Kings County","173","167","Not Indicated"
"NYC20100830","550 WATKINS STREET LLC","211 LOTT AVENUE","BROOKLYN","NY","11212","Kings County","104","103","Not Indicated"
"NYC20100832","NEW LOTS OWNERS LLC","683 BARBEY STREET","BROOKLYN","NY","11207","Kings County","87","86","Not Indicated"
"NYC20100833","RIVER ROCK LLC","774 ROCKAWAY AVE","BROOKLYN","NY","11212","Kings County","54","53","Not Indicated"
"NYC20110060","MTI HOWARD AVENUE RESIDENCE","403 HOWARD AVE","BROOKLYN","NY","11233","Kings County","63","62","Not Indicated"
"NYC20110562","DR BETTY SHABAZZ APTS","690 GATES AVE","BROOKLYN","NY","11221","Kings County","78","78","Not Indicated"
"NYC20110581","UDC CORNERSTONE LLC","1600 FULTON STREET","BROOKLYN","NY","11213","Kings County","78","77","Not Indicated"
"NYC20110812","97 CROOKE AVENUE","97 CROOKE AVE","BROOKLYN","NY","11226","Kings County","52","53","Not Indicated"
"NYC20110839","DUMONT GREEN LLC","1490 DUMONT AVENUE","BROOKLYN","NY","11208","Kings County","176","175","Not Indicated"
"NYC20110840","NAVY GREEN R3","45 CLERMONT AVE","BROOKLYN","NY","11205","Kings County","101","100","Not Indicated"
"NYC20110849","MARLBORO HOUSES","29 AVENUE W","BROOKLYN","NY","11223","Kings County","1765","1593","Not Indicated"
"NYC20110857","BAYVIEW HOUSES","2045 ROCKAWAY PARKWAY","BROOKLYN","NY","11236","Kings County","1610","1381","Not Indicated"
"NYC20115003","BUSHWICK HOUSES","881 FLUSHING AVENUE","BROOKLYN","NY","11206","Kings County","1220","1118","Not Indicated"
"NYC20120030","ATLANTIC COMMONS CORNERSTONE LP","2158 ATLANTIC AVENUE","BROOKLYN","NY","11233","Kings County","48","48","Not Indicated"
"NYC20120050","GATEWAY ELTON STREET PHASE I","1149 ELTON ST","BROOKLYN","NY","11239","Kings County","197","196","Not Indicated"
"NYC20120115","NOEL POINTER","790 LAFAYETTE AVE","BROOKLYN","NY","11221","Kings County","23","23","Not Indicated"
"NYC20120584","OLR MM APTS - MADISON/PUTNAM CLUSTER","926 MADISON ST","BROOKLYN","NY","11221","Kings County","47","47","Not Indicated"
"NYC20120803","PIERREPONT HOUSE CONDOMINIUMS","59 PIERREPONT ST","BROOKLYN","NY","11201","Kings County","22","22","Not Indicated"
"NYC20120854","GATEWAY ELTON","1166 ELTON ST","BROOKLYN","NY","11239","Kings County","197","196","Not Indicated"
"NYC20120855","11 BROADWAY","11 BROADWAY","BROOKLYN","NY","11211","Kings County","160","32","Not Indicated"
"NYC20130005","270 PULASKI ST","270 PULASKI ST","BROOKLYN","NY","11206","Kings County","10","10","Not Indicated"
"NYC20130020","CITYWIDE POTFOLIO - BEDSTUY","101 VAN BUREN ST","BROOKLYN","NY","11221","Kings County","69","69","Not Indicated"
"NYC20130035","CITYWIDE POTFOLIO - BROWNSVILLE","278 E 92ND ST","BROOKLYN","NY","11212","Kings County","27","27","Not Indicated"
"NYC20130040","CITYWIDE POTFOLIO - EAST PKWY","1566 EASTERN PKWY","BROOKLYN","NY","11233","Kings County","23","23","Not Indicated"
"NYC20130060","NAVY GREEN R1","7 CLERMONT AVENUE","BROOKLYN","NY","11205","Kings County","111","78","Not Indicated"
"NYC20130184","270 PULASKI STREET, LP","270 PULASKI STREET","BROOKLYN","NY","11221","Kings County","72","71","Not Indicated"
"NYC20130187","55 PIERREPONT LLC","55 PIERREPONT STREET","BROOKLYN","NY","11201","Kings County","189","188","Not Indicated"
"NYC20130197","CONEY ISLAND COMMONS","2960 WEST 29TH STREET","BROOKLYN","NY","11224","Kings County","195","194","Not Indicated"
"NYC20130200","GREENE AVENUE SENIOR","257 GREENE AVENUE","BROOKLYN","NY","11238","Kings County","150","149","Not Indicated"
"NYC20130213","RIVERWAY APARTMENTS LLC","230 RIVERDALE AVENUE","BROOKLYN","NY","11212","Kings County","115","114","Not Indicated"
"NYC20142001","1133 MANHATTAN AVENUE","1133 MANHATTAN AVENUE","BROOKLYN","NY","11222","Kings County","210","44","Not Indicated"
"NYC20142005","BEREAN APARTMENTS","110 ROCHESTER AVENUE","BROOKLYN","NY","11213","Kings County","107","106","Not Indicated"
"NYC20142015","ENY DEVELOPMENT","539-45 ALABAMA AVENUE","BROOKLYN","NY","11207","Kings County","468","441","Not Indicated"
"NYC20142039","UTICA PLACE RESIDENTIAL LLC","1339 LINCOLN PLACE","BROOKLYN","NY","11213","Kings County","87","86","Not Indicated"
"NYC20144002","21 TRUXTON ROAD","21 TRUXTON STREET","BROOKLYN","NY","11233","Kings County","48","48","Not Indicated"
"NYC20151020","GATEWAY ELTON II","516 VANDALIA AVENUE","BROOKLYN","NY","11239","Kings County","175","174","Not Indicated"
"NYC20151026","LIVONIA COMMONS","491 SHEFFIELD AVENUE","BROOKLYN","NY","11207","Kings County","278","274","Not Indicated"
"NYC20152008","BENSONHURST HOUSING FOR THE ELDERLY","2164 78TH ST","BROOKLYN","NY","11214","Kings County","71","70","Not Indicated"
"NYC20153006","ATLANTIC COMMONS PHASE II","1459 ST MARKS AVE","BROOKLYN","NY","11233","Kings County","44","43","Not Indicated"
"NYC20153020","MHANY TPT 9","1682-1700 STERLING PLACE","BROOKLYN","NY","11213","Kings County","54","66","Not Indicated"
"NYC20161005","250 ASHLAND PLACE","250 ASHLAND PLACE (590 FULTON ST.)","BROOKLYN","NY","11217","Kings County","586","118","Not Indicated"
"NYC20161019","GREENPOINT LANDING SITE G2","21 COMMERCIAL STREET","BROOKLYN","NY","11222","Kings County","93","92","Not Indicated"
"NYC20161024","GREENPOINT LANDING E3 (33 EAGLE)","33 EAGLE STREET","BROOKLYN","NY","11222","Kings County","97","58","Not Indicated"
"NYC20161027","IMPACCT PRESERVATION","226 LEFFERTS PLACE","BROOKLYN","NY","11238","Kings County","492","426","Not Indicated"
"NYC20161035","OCEANHILL LLC","1743-1755 PROSPECT PLACE AND 1765 PROSPECT PLACE","BROOKLYN","NY","11233","Kings County","110","109","Not Indicated"
"NYC20162002","250 ASHLAND","590 FULTON STREET","BROOKLYN","NY","11201","Kings County","118","118","Not Indicated"
"NYC20162014","BENSONHURST HOUSING L.P.","2164 78TH STREET","BROOKLYN","NY","11214","Kings County","71","70","Not Indicated"
"NYC20162025","GREEN POINT LANDING E3","33 EAGLE STREET","BROOKLYN","NY","11222","Kings County","98","58","Not Indicated"
"NYC20162034","JARKA HALL L.P.","270 BEDFORD AVE","BROOKLYN","NY","11249","Kings County","64","63","Not Indicated"
"NYC20162058","PROSPECT PLAZA 1","1765 PROSPECT PLACE","BROOKLYN","NY","11233","Kings County","110","109","Not Indicated"
"NYC20162064","STAMMTISCH ASSOCIATES, LP","26 MORGAN AVENUE","BROOKLYN","NY","11237","Kings County","46","42","Not Indicated"
"NYC20163016","IMPACCT PRESERVATION - FULTON CLUSTER","1 BREVOORT PLACE","BROOKLYN","NY","11216","Kings County","89","84","Not Indicated"
"NYC20163017","IMPACCT PRESERVATION - NORTHERN CLUSTER","660 WILLOUGHBY AVENUE","BROOKLYN","NY","11206","Kings County","135","117","Not Indicated"
"NYC20163018","IMPACCT PRESERVATION - SOUTHERN CLUSTER","542 GATES AVENUE","BROOKLYN","NY","11221","Kings County","93","84","Not Indicated"
"NYC20163019","IMPACCT PRESERVATION -EASTERN CLUSTER","273-75 QUINCY STREET","BROOKLYN","NY","11216","Kings County","76","63","Not Indicated"
"NYC20164017","NORTH BROOKLYN OPPORTUNITIES, LP","568 GRAHAM AVENUE","BROOKLYN","NY","11222","Kings County","24","24","Not Indicated"
"NYC20165019","PARK MONROE II","1933 UNION STREET","BROOKLYN","NY","11233","Kings County","214","173","Not Indicated"
"NYC20170012","OCEANHILL II LLC","1740-1760 PROSPECT PLACE AND 396 SARATOGA AVENUE","BROOKLYN","NY","11233","Kings County","149","148","Not Indicated"
"NYC20171006","535 CARLTON AVE AT PACIFIC PARK BROOKLYN","535 CARLTON AVE","BROOKLYN","NY","11238","Kings County","90","90","Not Indicated"
"NYC20171007","AFFORDABLE AND SUPPORTIVE HOUSING AT VAN DYKE","603 MOTHER GASTON BLVD","BROOKLYN","NY","11212","Kings County","101","100","Not Indicated"
"NYC20171015","BROADWAY DECATUR / HENRY APARTMENTS","1676 BROADWAY","BROOKLYN","NY","11503","Kings County","134","133","Not Indicated"
"NYC20171032","F2 GREENPOINT LANDING","5 BLUE SLIP","BROOKLYN","NY","11122","Kings County","103","103","Not Indicated"
"NYC20171034","GREENPOINT LANDING F2","5 BLUE SLIP","BROOKLYN","NY","11222","Kings County","103","103","Not Indicated"
"NYC20171041","MHANY 2015","319-321 ALBANY AVENUE","BROOKLYN","NY","11213","Kings County","255","218","Not Indicated"
"NYC20171047","PP 38 SIXTH AVENUE TC RS, LLC","38 SIXTH AVENUE","BROOKLYN","NY","11217","Kings County","303","91","Not Indicated"
"NYC20171048","PP 535 CARLTON TC, LLC","535 CARLTON AVENUE","BROOKLYN","NY","11238","Kings County","298","90","Not Indicated"
"NYC20171051","PROSPECT PLAZA 2","1740-1760 PROSPECT PLACE","BROOKLYN","NY","11233","Kings County","149","148","Not Indicated"
"NYC20171057","THE HENRY STREET APARTMENTS","1676 BROADWAY","BROOKLYN","NY","11207","Kings County","134","133","Not Indicated"
"NYC20171058","VAN DYKE HOUSES","603 MOTHER GASTON BLVD.","BROOKLYN","NY","11212","Kings County","101","100","Not Indicated"
"NYC20171060","WILLIAMSBURG APARTMENTS","37 TEN EYCK STREET","BROOKLYN","NY","11206","Kings County","53","52","Not Indicated"
"NYC20172030","STONE HOUSE (FKA THE GLENMORE)","91 JUNIUS STREET","BROOKLYN","NY","11212","Kings County","160","160","Not Indicated"
"NYC20173003","38 SIXTH AVE AT PACIFIC PARK BROOKLYN","38 6TH AVENUE","BROOKLYN","NY","11217","Kings County","91","91","Not Indicated"
"NYC20173015","MHANY 75","1141 BUSHWICK AVENUE","BROOKLYN","NY","11221","Kings County","254","216","Not Indicated"
"NYC20181001","101 S 5TH ST OR LPC WAREHOUSE","101 SOUTH 5TH STREET","BROOKLYN","NY","11249","Kings County","54","54","Not Indicated"
"NYC20181032","OCEANHILL III LLC","430 SARATOGA AVENUE","BROOKLYN","NY","11233","Kings County","135","134","Not Indicated"
"NYC20181034","PROSPECT PLAZA SITE 3","430 SARATOGA AVENUE","BROOKLYN","NY","11233","Kings County","134","134","Not Indicated"
"NYC20181049","WILLAMSBURG BRIDEVIEW","105 SOUTH 5TH ST.","BROOKLYN","NY","11249","Kings County","55","54","Not Indicated"
"NYC20182015","BRIDGE COMMUNITY","271-273 BAINBRIDGE STREET","BROOKLYN","NY","11233","Kings County","35","31","Not Indicated"
"NYC20182021","CYPRESS HILLS PITKIN-BERRIMAN","2501 PITKIN AVENUE","BROOKLYN","NY","11208","Kings County","59","59","Not Indicated"
"NYC20182024","FAC RENAISSANCE LP","76 FIFTH AVENUE","BROOKLYN","NY","11217","Kings County","45","41","Not Indicated"
"NYC20182028","GATES AVENUE RESIDENCE","500 GATES AVENUE","BROOKLYN","NY","11216","Kings County","68","68","Not Indicated"
"NYC20182054","THE GLENMORE/STONE HOUSE","91 JUNIUS STREET","BROOKLYN","NY","11212","Kings County","161","160","Not Indicated"
"NYC20183015","FSG MPLP CLUSTER","407 LINCOLN PLACE","BROOKLYN","NY","11238","Kings County","73","70","Not Indicated"
"NYC20191007","BRP L2 LLC","453 HINSDALE AVENUE","BROOKLYN","NY","11207","Kings County","242","240","Not Indicated"
"NYC20191008","BRP L2 LLC  LIVONIA","500 LIVONIA AVENUE","BROOKLYN","NY","11207","Kings County","240","240","Not Indicated"
"NYC20191012","INGERSOLL SENIOR PARNTERNS LLC","112 ST. EDWARDS STREET","BROOKLYN","NY","11205","Kings County","145","145","Not Indicated"
"NYC20191021","PH HALSEY HANCOCK APARTMENTS","178 HALSEY STREET","BROOKLYN","NY","11216","Kings County","21","21","Not Indicated"
"NYC20191026","SPRING CREEK IV MIXED INCOME LLC","475-510 VANDALIA AVENUE","BROOKLYN","NY","11239","Kings County","160","112","Not Indicated"
"NYC20193007","INGERSOLL SENIOR RESIDENCES","112 ST. EDWARDS STREET","BROOKLYN","NY","11205","Kings County","146","145","Not Indicated"
"NYC20193010","NEHEMIAH SPRING CREEK 4B-1","475 VANDALIA AVENUE","BROOKLYN","NY","11239","Kings County","112","112","Not Indicated"
"NYC20194003","BEC PHASE II RESYNDICATION","152 ALBANY AVENUE","BROOKLYN","NY","11213","Kings County","475","423","Not Indicated"
"NYC20201020","HELP LIVONIA II","463 LIVONIA AVENUE","BROOKLYN","NY","11207","Kings County","57","56","Not Indicated"
"NYC20202010","BEVERLY'S PLACE","402 SNEDIKER AVENUE","BROOKLYN","NY","11207","Kings County","72","71","Not Indicated"
"NYC20202027","ROGERS AVENUE","1345 ROGERS AVENUE","BROOKLYN","NY","11210","Kings County","123","122","Not Indicated"
"NYC20211002","1921 CORTELYOU","1921 CORTELYOU","BROOKLYN","NY","11226","Kings County","76","75","Not Indicated"
"NYC20211003","50 PENN","62 PENNSYLVANIA AVENUE","BROOKLYN","NY","11207","Kings County","218","217","Not Indicated"
"NYC20211008","BEDFORD COURT III","1089 PRESIDENT STREET","BROOKLYN","NY","11225","Kings County","251","250","Not Indicated"
"NYC20211010","BPHN SENIOR RESIDENCE PROJECT","1488 NEW YORK AVENUE","BROOKLYN","NY","11210","Kings County","89","88","Not Indicated"
"NYC20211019","CONEY ISLAND ASSOCIATES 1 AFFORDABLE LLC","2926 WEST 19 STREET","BROOKLYN","NY","11224","Kings County","356","256","Not Indicated"
"NYC20211020","EBENEZER PLAZA PHASE 1A SOUTH","672 POWELL STREET","BROOKLYN","NY","11212","Kings County","197","196","Not Indicated"
"NYC20211021","EBENEZER PLAZA PHASE 1B NORTH","96 NEW LOTS AVENUE","BROOKLYN","NY","11212","Kings County","118","118","Not Indicated"
"NYC20211030","LINDEN TERRACE","2858 LINDEN BLVD","BROOKLYN","NY","11208","Kings County","140","140","Not Indicated"
"NYC20211037","SPRING CREEK 4B-2","1111 ASHFORD STREET","BROOKLYN","NY","11239","Kings County","174","174","Not Indicated"
"NYC20211038","TRINITY NE BROOKLYN LP","405 DUMONT AVENUE","BROOKLYN","NY","11212","Kings County","180","179","Not Indicated"
"NYC20212017","CONEY ISLAND PHASE 1","2926 WEST 19TH STREET","BROOKLYN","NY","11224","Kings County","356","356","Not Indicated"
"NYC20212020","EBENEZER PLAZA PHASE 1B","96 NEW LOTS AVENUE","BROOKLYN","NY","11212","Kings County","118","118","Not Indicated"
"NYC20212035","VAN DYKE III","405 DUMONT AVENUE","BROOKLYN","NY","11212","Kings County","180","179","Not Indicated"
"NYC20221002","1921 ATLANTIC AVENUE LLC","27 PRESCOTT PLACE","BROOKLYN","NY","11233","Kings County","236","235","Not Indicated"
"NYC20221014","CHESTNUT COMMONS APARTMENTS LLC","110 DINSMORE PLACE","BROOKLYN","NY","11208","Kings County","275","274","Not Indicated"
"NYC20230001","BEDFORD COURTS - BUILDINGS 2 AND 3","1089 PRESIDENT STREET","BROOKLYN","NY","11225","Kings County","250","250","Not Indicated"
"NYC20230008","DEBEVOISE SENIOR HOUSING","40 DEBEVOISE STREET","BROOKLYN","NY","11206","Kings County","65","64","Not Indicated"
"NYE00000029","BUSHWICK","24 HUMBOLDT ST","BROOKLYN","NY","11206","Kings County","38","","Not Indicated"
"NYE00000080","STATE RENAISSANCE, LLC","200 SCHERMERHORN ST","BROOKLYN","NY","11201","Kings County","47","","Not Indicated"
"NYE20201002","1345 ROGERS AVENUE","1345 ROGERS AVENUE","BROOKLYN","NY","11210","Kings County","123","122","Not Indicated"
"NYE20201039","VAN SINDEREN PLAZA, LLC","679 VAN SINDEREN","BROOKLYN","NY","11207","Kings County","130","129","Not Indicated"
